id,text,language,category,is_synthetic
510,Need some more improvements for getting complete information about our Grampanchyat other wise this is good app.,en,Accessibility,False
511,हमारे गांव में कुछ भी नही हुआ है इस सरकार में । न होतो आके देख सकते हैं नही तो कोई ईमानदार आदमी भेजिएगा। सब भरस्टाचारी है यहाँ पे ।।🙏🙏🙏 फुलवरिया 274702,hi,Public Administration,False
512,Gram panchayat k kharch aur kary ka pura vivrad update kriye aur kam se kam phichle 15 year ka recard v karya ka esme update hona chahiye taki pta chale ki gram pradhan kitna kam kiye h aur kitna paisa chori kiya h,hinglish,Rural Livelihoods,False
513,A great way . ~ ~ ~ PEO panchayat samiti Sojat Dist Pali Rajasthan,en,Rural Livelihoods,False
514,Superb app for the one who wants to know the whole details and progress of work in any panchayat of india.,en,Rural Livelihoods,False
515,Great app for Panchayati raj transparency,en,Rural Livelihoods,False
516,"मोदी जी की अपील पर मैंने ऐप डाउनलोड किया, जो कि बहुत ही कारगर है। इसके जरिए आम आदमी भी अपनी ग्राम पंचायत के कामों को देख सकता है। इसकी वजह से सरकारी योजनाएं सीधे आम लोगों तक पहुंच सकेंगी। Thank you... Modi Ji ..!",hinglish,Public Administration,False
517,Good working apps development and panchayat raj vibhag,en,Rural Livelihoods,False
518,Very good initiative by govt.It will bring transparency in the Panchayati Raj system 👍,en,Rural Livelihoods,False
519,Panchayat data are not visible Please update details,en,Rural Livelihoods,False
520,"Worst App. Shame on my PM by which this worst App is launched. No complain option, App is working, given details of panchayat member and ward no is showing wrong.",en,Rural Livelihoods,False
521,"There is no record of my Gram Panchayat right now, and the scheme is good, I hope that my problem is resolved at the earliest.",en,Rural Livelihoods,False
522,अच्छा प्रयास है भारत सरकार की ओर से परंतु कुछ बातें बताना चाहूंगा इसको प्रति दिन अपडेट किया जाए जिले से से जिससे सूचना वास्तविक प्राप्त हो सके एवं वर्तमान समय में अभी यह काम नहीं कर रहा है,hi,Public Administration,False
523,Ab koi bhi panchayat me kam hoga Sabhi ko jankari hogi kya kam huwa aur kya nahi Isse ek aur jankari hoga koi ghotala to nahi kar raha hai Best app👍,hinglish,Rural Livelihoods,False
524,It's very useful for grampanchayat. I thanks to pm Modi.... For this app.,en,Accessibility,False
525,Great app against local corruption,en,Public Administration,False
526,Ye app aam aadmi ko apni gram panchayat se related Jo yojnaye di gai h uki puri jankari dega,hinglish,Rural Livelihoods,False
527,Very good initiative for the people of India. I always salute to our honorable PM Modi Sir for his strong leadership. In this great initiative our panchayat level corruption will be reduce.,en,Public Administration,False
528,Very good app and good decision by our prime minister Narendra Modi for evey Panchayat and evey people,en,Rural Livelihoods,False
529,इस ऐप पर कंप्लेंट करने पर कोई कार्यवाही नहीं होती सरकार फर्जी ऐप बनाकर लोगों को बेवकूफ बनाती है या फिर सरकारी अधिकारी निठल्ले हैं,hi,Public Administration,False
530,कितनी भी बार फोटो खींच कर डाल दो कोई समाधान नहीं होता है सरकार का पैसा खराब कर रहे हैं,hi,Public Administration,False
531,सीकायत का ज्वाब जल्दी नही आता है,hi,Water Resources,False
532,ओपन होता ही नही है ऐसा लगता है कि सरकार चाहती ही नही कोई शिकायत कर पाए,hi,Public Administration,False
533,ये सरकार की बहुत ही अच्छी पहल है इससे भारत के हर छोटे छोटे कोने में भी सफाई का अभियान चलाया जा सकता है,hi,Public Administration,False
534,घरो मे पानी भर रहा है पर ना पार्षद सुनत है ना कोई.पर नाला कब बनेगा,hi,Water Resources,False
535,पोस्ट की हुई फोटो पर कोई कार्यवाही हुई या नहीं और कब तक होगी। किसी की जबाबदेही तय की जाये। यहां आगरा में जगह जगह कूड़ा जला देते हैं लोग। सिर्फ अखबारो में ही छपता रहता है। अभी तक कुछ भी नहीं हुआ है।,hi,Water Resources,False
536,हमें खुद को एक जिम्मेदार नागरिक के रुप में रहना चाहिए कचरा नाली में न डालें रोड पर ना डाले कचरा कंटेनर में ही डाले। तो आप देखे की नगर शहर देश हमारा    80%वैसे ही स्वच्छ हो जायेगा। इस तरह की कोशिश में लगे रहो।,hi,Environment,False
537,"स्वच्छता तन,मन के साथ -साथभ्रष्टाचार भ्रष्टाचार भ्रष्टाचार आचरण की भी होना चाहिए भ्रष्ट आचरण की भी सब स्वच्छता होना चाहिए",hi,Public Administration,False
538,यह ऐप्स बहुत अच्छा है सरकारीकाम में,hi,Public Administration,False
539,कब तक चालू होगा ये एप्प जल्दी चालू करो यार मे अपना बेलेंस नही देख पारा हू 🥲🥲,hi,Water Resources,False
540,सरकारी ऐप {xiv},hinglish,Public Administration,False
541,यह बहुत गंदा ऐप है इतना परेशान करता है इतना तो सरकारी अस्पताल में भी बंदा परेशान नहीं होता बहुत सर्वे डाउन रहते हैं हमेशा अगर इसमें सुधार नहीं किया गया तो इस ऐप का पता नहीं पर हमारा दिमाग का पत्ता जरूर कट जाएगा,hi,Healthcare,False
542,सरकार किसानों मजदूरों को लाभ के बारे में सहीजानकारी देती है सही जानकारी मिलना चाहिए ऐप्स केमाध्यम से,hi,Agriculture,False
543,जल्दी खुलता नहीं जल्दी खुलता नहीं आप,hi,Water Resources,False
544,यह एक सरकारी वेबसाइट है बहुत अच्छी वेबसाइट है आप सब लोग मेरे से डाउनलोड करें और इस्तेमाल करें इससे कोई भी धोखाधड़ी नहीं होती है धन्यवाद,hi,Public Administration,False
545,सरकार से अनूरोध है कि पेंशन निकालने का अपसन तत्काल दे,hi,Public Administration,False
546,उमंग एप्स ओपन नहीं हो रही है समस्या का जल्द से जल्द निराकरण किया,hi,Water Resources,False
547,उमंग सरकारी ऐप से पेन कार्ड पासपोर्ट गेस बुकिंग ड्राईविंग लाईसेन्स ट्रेन टिकट बुकिंग जैसे कई काम कर सकते .,hi,Public Administration,False
548,उमंग के द्वारा सभी सरकारी काम आसानी से प्राप्त हो जाते हैं मुझे बहुत अच्छा लगा जय जय श्री कृष्णा,hi,Public Administration,False
549,सभी सरकारी सुविधाओं का बहुत अच्छा प्लैटफॉर्म,hi,Public Administration,False
550,बहुत उपयोगी एप जिसमे सरकारी सुविधाओं का लाभ उठा सकते हैं करीब करीब ऑल इन वन एप है,hi,Public Administration,False
551,Certificate प्रमाण पत्र लोड नहीं कर पा रहे हैं जैसे मूल निवास प्रमाण पत्र जाति प्रमाण पत्र,hinglish,Public Administration,False
552,M.A. college camplit,en,Education,False
553,सबसे घटिया है 😡मूड खराब करके रख दिया सर्वर बिल्कुल भी नही चलता है एक दम सरकारी है😡😡।1महीना हो गया पासबुक भी नही देख पाया आज तक।मैं अभी इसको काटता हूं जड़ से😔😡😡,hi,Public Administration,False
554,उमंग के माध्यम से सरकारी योजनाओं में आवेदन किए हुए एक वर्ष बीत गया है लेकिन संबंधित विभागों से कोई जवाब और मदद नहीं मिल रही है.!! जबकि में एक अंधता से ग्रसित विकलांग हूं,hi,Public Administration,False
555,भारत सरकार का महत्वपूर्ण ऐप हैं,hi,Public Administration,False
556,बहुत ही बढ़िया ऐप है और बहुत जल्दी रजिस्ट्रेशन हो जाता है और सर्टिफिकेट भी बहुत जल्दी अपलोड हो जाता है लोग बेकार कहते हैं लेकिन उनको शायद करना नहीं आता मैंने पता नहीं कितने लोगों का विशेषण किया और फटाफट ओटीपी आता है,hi,Water Resources,False
557,"केन्द्र सरकार की, सभी सुविधाएं एक प्लैटफॉर्म पर बेहद कारगर उपयोगी एप्लिकेशन",hi,Public Administration,False
558,मैं अभी अभी इसका उपयोग शुरू किया हूं अभी प्रक्रिया में हूं रिजल्ट सामने नहीं आ रहा है।,hi,Water Resources,False
559,एप अच्छा है अपनी शिकायत सरकार के पास पहुंचा सकते हैं लेकिन एक कमी है वह यह कि निस्तारण आख्या उपलब्ध नहीं होती है इसमें सुधार होना चाहिए ताकि शिकायत कर्ता को यह पता चल सके कि क्या रिपोर्ट लगाई गई है।,hi,Public Administration,False
560,बहुत बढ़िया है आप घर बैठे शिकायत कर सकते है । भारत सरकार या राज्य सरकार के अंतर्गत आने वाले किसी भी विभाग में यदि कोई गलत काम हो रहा है। आप उसकी शिकायत कर सकते हैं।,hi,Public Administration,False
561,इस ऐप के ज़रिये हमनें भ्रष्टाचारियों का भंडाफोड़ कर डाला।,hi,Public Administration,False
562,जिंदगी में ऐसा बेकार एप नही देखा हूं लॉगिन तो हो गया है परंतु जब सड़क पर कंप्लेन करने जाता हु तो कोई काम नहीं करता है।,hi,Urban Development,False
563,सडक पर जो कचरा फेंकने वालों की शिकायत करने वाली ऐप्लिकेशन भी बनाई जाई ओर कचरा फेंकने वाले लोगों की अखबार में फोटो छपनी चाहिए।,hi,Environment,False
564,श्रीमान कुछ गांवो के बीच पिछले पांच साल से सड़क टूटी हुई है और कोई सुनवाई नही हो रही। उनके बारे मे सरकार कब सोचेगी। गाव-उड़ासर जिला-बाड़मेर राजस्थान,hi,Public Administration,False
565,बढिया है टुटीफूटी सड़क की जानकारी देने कै लिए कौई सरकार की कुभकरनी नीदं उडाने के लिए देखौ कुछ हौ ता है कै नही,hi,Urban Development,False
566,भारत सरकार की जबर्दस्त पहल,hi,Public Administration,False
567,बाकी सरकार की तरह ऐभी जनता को गुमरहा तो नही कर रही है,hi,Public Administration,False
568,प्रधानमंत्री सड़क योजना,hi,Urban Development,False
569,ये भी बेकार है इसमे भी पूरी जानकारी प्राप्त नही होती है और ना इसमें सरकारी नौकर अर्थात जनता का नौकर,hi,Public Administration,False
570,बहुत अछा है आम आदमी को जानकारी मिलती है और गांव गरीब किसान मजदूर को उनका वाजिब हक फिर भी नही मिलता है,hi,Agriculture,False
571,बहुत अच्छा है भ्रष्टाचार सरपंचों के खुलेगी,hi,Public Administration,False
572,Zilla panchayat block ka name show nahi ho Raha hai,hinglish,Rural Livelihoods,False
573,Panchayat bajat ki puri jankari,hinglish,Rural Livelihoods,False
574,यह एक बहुत बढ़िया है पर इसमें कोई घोटाला नहीं होता सरकारी काम बताने में यह सहयोग करता है,hi,Public Administration,False
575,सरकार के द्वारा प्रयास अच्छा किया हैं कार्य की फोटो एवं बिल बाउचर भी उपलोड करने चाहिए,hi,Public Administration,False
576,"यहां देश की जनता , शासन, प्रशासन को रैन कोट पहन कर नहाते हुए देखेगी।",hi,Public Administration,False
577,आज के युवा साथी बेरोजगार हैं उनकों रोजगार गारंटी योजना के तहत लाभ मिलना चाहिए,hi,Rural Livelihoods,False
578,कार्यालय में ब्रेल में कोई साइनेज नहीं है। कृपया इसे जल्द ठीक करें।,hi,Accessibility,True
579,हमारे मोहल्ले में यह हाल है कि ऐप में सुगम्यता फीडबैक विकल्प काम नहीं करता।,hi,Accessibility,True
580,"पिछले कई महीनों से यही समस्या है, बुजुर्गों को बिना सहारे सीढ़ियां चढ़नी पड़ती हैं।",hi,Accessibility,True
581,हमारी पंचायत में यह हाल है कि ऐप में आवाज सहायता बिल्कुल काम नहीं करती।,hi,Accessibility,True
582,अच्छा है कि इस ऐप में पंचायत कार्यालय में व्हीलचेयर के लिए रैंप नहीं है जैसी शिकायत दर्ज कर सकते हैं।,hi,Accessibility,True
583,ऐप में दृष्टिबाधित उपयोगकर्ताओं के लिए कोई विकल्प नहीं है। कृपया इसे जल्द ठीक करें।,hi,Accessibility,True
584,हमारे ब्लॉक में यह हाल है कि ऐप स्क्रीन रीडर को सपोर्ट नहीं करता।,hi,Accessibility,True
585,"छह महीने से विकलांग यात्रियों के लिए सुलभ बसें उपलब्ध नहीं हैं, कोई कार्रवाई नहीं हुई।",hi,Accessibility,True
586,"एक हफ्ते से ऐप स्क्रीन रीडर को सपोर्ट नहीं करता, कोई कार्रवाई नहीं हुई।",hi,Accessibility,True
587,"तीन महीने से इमारत में सुलभ शौचालय नहीं है, कोई कार्रवाई नहीं हुई।",hi,Accessibility,True
588,सरकारी बैठकों में सांकेतिक भाषा दुभाषिया नहीं होता। कृपया इसे जल्द ठीक करें।,hi,Accessibility,True
589,अच्छा है कि इस ऐप में ऐप स्क्रीन रीडर को सपोर्ट नहीं करता जैसी शिकायत दर्ज कर सकते हैं।,hi,Accessibility,True
590,हमारी पंचायत में पंचायत कार्यालय में व्हीलचेयर के लिए रैंप नहीं है।,hi,Accessibility,True
591,बार-बार शिकायत के बावजूद दिव्यांग पेंशन महीनों से खाते में नहीं आई।,hi,Accessibility,True
592,"सरकारी बैठकों में सांकेतिक भाषा दुभाषिया नहीं होता, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Accessibility,True
593,"कई महीनों से विकलांगता प्रमाण पत्र बनने में महीनों लग जाते हैं, कोई कार्रवाई नहीं हुई।",hi,Accessibility,True
594,हमारे इलाके में यह हाल है कि व्हीलचेयर उपयोगकर्ता काउंटर तक नहीं पहुंच पाते।,hi,Accessibility,True
595,"कार्यालय में ब्रेल में कोई साइनेज नहीं है, फिर भी कोई सुनवाई नहीं होती।",hi,Accessibility,True
596,अच्छा है कि इस ऐप में इमारत में सुलभ शौचालय नहीं है जैसी शिकायत दर्ज कर सकते हैं।,hi,Accessibility,True
597,"छह महीने से पंचायत कार्यालय में व्हीलचेयर के लिए रैंप नहीं है, कोई कार्रवाई नहीं हुई।",hi,Accessibility,True
598,acha hai ki is app mein disability certificate banne mein mahine lag jate hain jaisi complaint kar sakte hain.,hinglish,Accessibility,True
599,hamari panchayat mein yeh haal hai ki panchayat office mein wheelchair ke liye ramp nahi hai.,hinglish,Accessibility,True
600,baar baar complaint karne ke bawajood buzurgo ya divyang ke liye koi priority queue nahi hai.,hinglish,Accessibility,True
601,"panchayat office mein wheelchair ke liye ramp nahi hai, phir bhi koi sunwai nahi hoti.",hinglish,Accessibility,True
602,PWD pension mahino se account mein nahi aayi. please isko jaldi fix karo.,hinglish,Accessibility,True
603,"pichle ek hafte se yahi problem hai, app mein visually impaired users ke liye koi option nahi hai.",hinglish,Accessibility,True
604,"chhe mahine se PWD pension mahino se account mein nahi aayi, koi action nahi hua.",hinglish,Accessibility,True
605,"buzurgo ke liye app ka text bahut chota hai, phir bhi koi sunwai nahi hoti.",hinglish,Accessibility,True
606,hamare block mein yeh haal hai ki disability certificate banne mein mahine lag jate hain.,hinglish,Accessibility,True
607,baar baar complaint karne ke bawajood buzurgo ke liye app ka text bahut chota hai.,hinglish,Accessibility,True
608,hamari panchayat mein yeh haal hai ki app screen reader ko support nahi karta.,hinglish,Accessibility,True
609,"kai mahino se disabled passengers ke liye accessible buses available nahi hain, koi action nahi hua.",hinglish,Accessibility,True
610,"maine complaint ki thi ki building mein accessible toilet nahi hai, par abhi tak kuch nahi hua.",hinglish,Accessibility,True
611,Glad this app at least lets us flag that the farm loan waiver was never applied to our account.,en,Agriculture,True
612,Kindly add an option in the app to report that the tractor subsidy application is stuck for months.,en,Agriculture,True
613,"Warehouses to store the harvest are not available nearby in our district, but no one seems to care.",en,Agriculture,True
614,Kindly add an option in the app to report that warehouses to store the harvest are not available nearby.,en,Agriculture,True
615,"Farmers are not receiving fertilizer on time in our village, but no one seems to care.",en,Agriculture,True
616,Please look into this: the farm loan waiver was never applied to our account.,en,Agriculture,True
617,Kindly add an option in the app to report that pesticides are not available at the local cooperative store.,en,Agriculture,True
618,"It has been six months and the farm loan waiver was never applied to our account, still no action taken.",en,Agriculture,True
619,Glad this app at least lets us flag that the tractor subsidy application is stuck for months.,en,Agriculture,True
620,Glad this app at least lets us flag that farmers are not receiving fertilizer on time.,en,Agriculture,True
621,Glad this app at least lets us flag that the Kisan Credit Card application is pending for months.,en,Agriculture,True
622,Kindly add an option in the app to report that seeds under the government scheme never reach the village.,en,Agriculture,True
623,Glad this app at least lets us flag that warehouses to store the harvest are not available nearby.,en,Agriculture,True
624,"Crop damage compensation has not been given in our area, but no one seems to care.",en,Agriculture,True
625,"Farmers are not receiving fertilizer on time, and nobody from the department responds.",en,Agriculture,True
626,सरकारी योजना के बीज कभी गांव तक नहीं पहुंचते। कृपया इसे जल्द ठीक करें।,hi,Agriculture,True
627,"सरकारी योजना के बीज कभी गांव तक नहीं पहुंचते, फिर भी कोई सुनवाई नहीं होती।",hi,Agriculture,True
628,"पिछले दो हफ्तों से यही समस्या है, किसान कर्ज माफी हमारे खाते में लागू नहीं हुई।",hi,Agriculture,True
629,अच्छा है कि इस ऐप में मंडी में घोषित दरों से बहुत कम भाव मिलता है जैसी शिकायत दर्ज कर सकते हैं।,hi,Agriculture,True
630,अच्छा है कि इस ऐप में मांगने पर भी मिट्टी की जांच कभी नहीं हुई जैसी शिकायत दर्ज कर सकते हैं।,hi,Agriculture,True
631,"पिछले दो हफ्तों से यही समस्या है, सिंचाई नहर कई हफ्तों से सूखी पड़ी है।",hi,Agriculture,True
632,"कई महीनों से फसल रखने के लिए पास में कोई गोदाम नहीं है, कोई कार्रवाई नहीं हुई।",hi,Agriculture,True
633,अच्छा है कि इस ऐप में फसल बीमा का दावा महीनों से नहीं निपटा जैसी शिकायत दर्ज कर सकते हैं।,hi,Agriculture,True
634,बार-बार शिकायत के बावजूद ट्रैक्टर सब्सिडी का आवेदन महीनों से अटका है।,hi,Agriculture,True
635,एमएसपी का वादा किया गया पैसा नहीं दिया जा रहा। कृपया इसे जल्द ठीक करें।,hi,Agriculture,True
636,हमारे इलाके में एमएसपी का वादा किया गया पैसा नहीं दिया जा रहा।,hi,Agriculture,True
637,"पिछले तीन महीने से यही समस्या है, कृषि अधिकारी कभी गांव नहीं आते।",hi,Agriculture,True
638,"पिछले कई महीनों से यही समस्या है, किसानों से बोरवेल का वादा किया गया था पर खोदा ही नहीं गया।",hi,Agriculture,True
639,बार-बार शिकायत के बावजूद मांगने पर भी मिट्टी की जांच कभी नहीं हुई।,hi,Agriculture,True
640,"स्थानीय सहकारी दुकान पर कीटनाशक उपलब्ध नहीं हैं, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Agriculture,True
641,हमारे मोहल्ले में किसान कर्ज माफी हमारे खाते में लागू नहीं हुई।,hi,Agriculture,True
642,फसल रखने के लिए पास में कोई गोदाम नहीं है। कृपया इसे जल्द ठीक करें।,hi,Agriculture,True
643,हमारे गांव में यह हाल है कि फसल रखने के लिए पास में कोई गोदाम नहीं है।,hi,Agriculture,True
644,acha hai ki is app mein mangne par bhi soil testing kabhi nahi hui jaisi complaint kar sakte hain.,hinglish,Agriculture,True
645,baar baar complaint karne ke bawajood mandi mein announced rate se bahut kam bhaav milta hai.,hinglish,Agriculture,True
646,"ek hafte se tractor subsidy ka application mahino se atka hai, koi action nahi hua.",hinglish,Agriculture,True
647,"teen mahine se crop insurance ka claim mahino se settle nahi hua, koi action nahi hua.",hinglish,Agriculture,True
648,acha hai ki is app mein farmers se borewell ka wada kiya tha par khoda hi nahi gaya jaisi complaint kar sakte hain.,hinglish,Agriculture,True
649,farmers se borewell ka wada kiya tha par khoda hi nahi gaya. please isko jaldi fix karo.,hinglish,Agriculture,True
650,"kai mahino se mandi mein announced rate se bahut kam bhaav milta hai, koi action nahi hua.",hinglish,Agriculture,True
651,"maine complaint ki thi ki mandi mein announced rate se bahut kam bhaav milta hai, par abhi tak kuch nahi hua.",hinglish,Agriculture,True
652,baar baar complaint karne ke bawajood local cooperative store par pesticide available nahi hai.,hinglish,Agriculture,True
653,hamari colony mein yeh haal hai ki local cooperative store par pesticide available nahi hai.,hinglish,Agriculture,True
654,acha hai ki is app mein kisan loan waiver hamare account mein apply hi nahi hui jaisi complaint kar sakte hain.,hinglish,Agriculture,True
655,"maine complaint ki thi ki tractor subsidy ka application mahino se atka hai, par abhi tak kuch nahi hua.",hinglish,Agriculture,True
656,mangne par bhi soil testing kabhi nahi hui. please isko jaldi fix karo.,hinglish,Agriculture,True
657,baar baar complaint karne ke bawajood irrigation canal kai hafte se sukha para hai.,hinglish,Agriculture,True
658,"mandi mein announced rate se bahut kam bhaav milta hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Agriculture,True
659,hamare ilake mein mandi mein announced rate se bahut kam bhaav milta hai.,hinglish,Agriculture,True
660,hamare ward mein irrigation canal kai hafte se sukha para hai.,hinglish,Agriculture,True
661,hamare ward mein farmers ko time par khaad nahi milta.,hinglish,Agriculture,True
662,baar baar complaint karne ke bawajood crop damage ka compensation abhi tak nahi mila.,hinglish,Agriculture,True
663,"It has been three months and the school toilets are unusable, still no action taken.",en,Education,True
664,"In our town, exam results have been delayed for weeks.",en,Education,True
665,Kindly add an option in the app to report that teacher attendance is never actually checked.,en,Education,True
666,"It has been six months and teachers don't come to the village school, still no action taken.",en,Education,True
667,"The app has no details about the school or education department, and nobody from the department responds.",en,Education,True
668,"For the last a month, there are not enough teachers for every subject and there has been no response.",en,Education,True
669,"I reported that the midday meal quality is very poor, but the complaint status still shows open.",en,Education,True
670,"In our town, the school building is in a dangerous condition.",en,Education,True
671,Please look into this: the app has no details about the school or education department.,en,Education,True
672,"There are not enough teachers for every subject, and nobody from the department responds.",en,Education,True
673,हमारे ब्लॉक में मध्याह्न भोजन की गुणवत्ता बहुत खराब है।,hi,Education,True
674,"शिक्षकों की हाजिरी की कभी जांच नहीं होती, फिर भी कोई सुनवाई नहीं होती।",hi,Education,True
675,"पिछले एक साल से यही समस्या है, तीन महीने से विज्ञान शिक्षक नहीं है।",hi,Education,True
676,"मध्याह्न भोजन की गुणवत्ता बहुत खराब है, फिर भी कोई सुनवाई नहीं होती।",hi,Education,True
677,"छोटे बच्चों के लिए ठीक से क्लासरूम नहीं है, फिर भी कोई सुनवाई नहीं होती।",hi,Education,True
678,स्कूल में पीने के पानी की सुविधा नहीं है। कृपया इसे जल्द ठीक करें।,hi,Education,True
679,"मैंने शिकायत दर्ज की कि तीन महीने से विज्ञान शिक्षक नहीं है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Education,True
680,"ऐप में स्कूल या शिक्षा विभाग की कोई जानकारी नहीं है, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Education,True
681,हमारे मोहल्ले में यह हाल है कि सरकारी स्कूल में बुनियादी फर्नीचर तक नहीं है।,hi,Education,True
682,सत्र शुरू होने के बाद भी किताबें नहीं बंटीं। कृपया इसे जल्द ठीक करें।,hi,Education,True
683,"पिछले दो हफ्तों से यही समस्या है, मध्याह्न भोजन की गुणवत्ता बहुत खराब है।",hi,Education,True
684,"दो हफ्तों से मध्याह्न भोजन की गुणवत्ता बहुत खराब है, कोई कार्रवाई नहीं हुई।",hi,Education,True
685,सरकारी स्कूल में बुनियादी फर्नीचर तक नहीं है। कृपया इसे जल्द ठीक करें।,hi,Education,True
686,"सरकारी स्कूल में बुनियादी फर्नीचर तक नहीं है, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Education,True
687,हर विषय के लिए पर्याप्त शिक्षक नहीं हैं। कृपया इसे जल्द ठीक करें।,hi,Education,True
688,हमारे मोहल्ले में यह हाल है कि स्कूल की इमारत खतरनाक हालत में है।,hi,Education,True
689,"पिछले कई महीनों से यही समस्या है, स्कूल के शौचालय इस्तेमाल के लायक नहीं हैं।",hi,Education,True
690,शिक्षकों की हाजिरी की कभी जांच नहीं होती। कृपया इसे जल्द ठीक करें।,hi,Education,True
691,acha hai ki is app mein teen mahine se science teacher nahi hai jaisi complaint kar sakte hain.,hinglish,Education,True
692,"gaon ke school mein teacher nahi aate, ispe turant dhyan dene ki zarurat hai.",hinglish,Education,True
693,"teacher ki attendance kabhi check nahi hoti, phir bhi koi sunwai nahi hoti.",hinglish,Education,True
694,"teen mahine se science teacher nahi hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Education,True
695,hamare mohalle mein yeh haal hai ki school ke toilet use karne layak nahi hain.,hinglish,Education,True
696,baar baar complaint karne ke bawajood sarkari school mein basic furniture tak nahi hai.,hinglish,Education,True
697,school ki building dangerous condition mein hai. please isko jaldi fix karo.,hinglish,Education,True
698,"ek hafte se har subject ke liye enough teachers nahi hain, koi action nahi hua.",hinglish,Education,True
699,"teacher ki attendance kabhi check nahi hoti, ispe turant dhyan dene ki zarurat hai.",hinglish,Education,True
700,"teen mahine se midday meal ki quality bahut kharab hai, koi action nahi hua.",hinglish,Education,True
701,baar baar complaint karne ke bawajood har subject ke liye enough teachers nahi hain.,hinglish,Education,True
702,hamari colony mein yeh haal hai ki midday meal ki quality bahut kharab hai.,hinglish,Education,True
703,acha hai ki is app mein midday meal ki quality bahut kharab hai jaisi complaint kar sakte hain.,hinglish,Education,True
704,"school mein drinking water ki facility nahi hai, phir bhi koi sunwai nahi hoti.",hinglish,Education,True
705,hamare ilake mein yeh haal hai ki school mein drinking water ki facility nahi hai.,hinglish,Education,True
706,"session start hone ke baad bhi kitaabein nahi bati, phir bhi koi sunwai nahi hoti.",hinglish,Education,True
707,"chhote bacho ke liye thik se classroom nahi hai, ispe turant dhyan dene ki zarurat hai.",hinglish,Education,True
708,poore session online class thik se chali hi nahi. please isko jaldi fix karo.,hinglish,Education,True
709,baar baar complaint karne ke bawajood teen mahine se science teacher nahi hai.,hinglish,Education,True
710,"It has been a month and power cuts happen every day, still no action taken.",en,Energy,True
711,Kindly add an option in the app to report that the meter reading is never updated correctly.,en,Energy,True
712,"I reported that there is no street lighting on the main road, but the complaint status still shows open.",en,Energy,True
713,Please look into this: the transformer has been broken for weeks.,en,Energy,True
714,Glad this app at least lets us flag that the transformer has been broken for weeks.,en,Energy,True
715,"I reported that the meter reading is never updated correctly, but the complaint status still shows open.",en,Energy,True
716,"There is no street lighting on the main road, and nobody from the department responds.",en,Energy,True
717,"In our area, the transformer has been broken for weeks.",en,Energy,True
718,Very disappointing that the solar panel scheme was never implemented here even after multiple complaints.,en,Energy,True
719,"For the last six months, new connections take months to be approved and there has been no response.",en,Energy,True
720,Kindly add an option in the app to report that exposed wires near the transformer are a safety hazard.,en,Energy,True
721,"I reported that load shedding happens without any notice, but the complaint status still shows open.",en,Energy,True
722,Glad this app at least lets us flag that the LPG connection under the scheme was never delivered.,en,Energy,True
723,"For the last many months, exposed wires near the transformer are a safety hazard and there has been no response.",en,Energy,True
724,Very disappointing that the new electricity meter was never installed even after multiple complaints.,en,Energy,True
725,"It has been over a year and exposed wires near the transformer are a safety hazard, still no action taken.",en,Energy,True
726,Please look into this: the LPG connection under the scheme was never delivered.,en,Energy,True
727,Please look into this: load shedding happens without any notice.,en,Energy,True
728,Kindly add an option in the app to report that streetlights don't work at night.,en,Energy,True
729,हमारे गांव में रोज बिजली कट जाती है।,hi,Energy,True
730,हमारे ब्लॉक में यह हाल है कि मीटर रीडिंग कभी सही दर्ज नहीं होती।,hi,Energy,True
731,बार-बार शिकायत के बावजूद बिजली विभाग शिकायतों का कोई जवाब नहीं देता।,hi,Energy,True
732,अच्छा है कि इस ऐप में मुख्य सड़क पर कोई स्ट्रीट लाइट नहीं है जैसी शिकायत दर्ज कर सकते हैं।,hi,Energy,True
733,"बिना किसी सूचना के लोड शेडिंग हो जाती है, इस पर तुरंत ध्यान देने की जरूरत है।",hi,Energy,True
734,"मैंने शिकायत दर्ज की कि योजना के तहत मिलने वाला एलपीजी कनेक्शन अभी तक नहीं मिला, लेकिन अभी तक कुछ नहीं हुआ।",hi,Energy,True
735,बार-बार शिकायत के बावजूद यहां सोलर पैनल योजना कभी लागू नहीं हुई।,hi,Energy,True
736,हमारे शहर में यह हाल है कि वोल्टेज घटने बढ़ने से उपकरण खराब हो जाते हैं।,hi,Energy,True
737,अच्छा है कि इस ऐप में गर्मियों में घंटों बिजली गुल रहती है जैसी शिकायत दर्ज कर सकते हैं।,hi,Energy,True
738,"तीन महीने से रोज बिजली कट जाती है, कोई कार्रवाई नहीं हुई।",hi,Energy,True
739,"मैंने शिकायत दर्ज की कि बिजली का बिल गलत रीडिंग के साथ आता है, लेकिन अभी तक कुछ नहीं हुआ।",hi,Energy,True
740,"बिजली का बिल गलत रीडिंग के साथ आता है, फिर भी कोई सुनवाई नहीं होती।",hi,Energy,True
741,हमारे जिले में यह हाल है कि ट्रांसफार्मर के पास खुले तार खतरनाक हैं।,hi,Energy,True
